ano,id_municipio,sigla_uf,indice_atendimento_urbano_agua,indice_coleta_esgoto,indice_tratamento_esgoto,indice_perda_distribuicao_agua,extensao_rede_agua
2016,3524006,SP,89.4,72.21,100.0,26.22,82.0
2016,3524402,SP,100.0,80.0,63.12,47.58,777.77
2016,3533106,SP,100.0,100.0,100.0,28.93,8.82
2016,3535705,SP,100.0,85.0,100.0,6.08,25.0
2016,3537909,SP,100.0,74.96,100.0,35.78,175.36
2016,3540259,SP,94.6,100.0,100.0,15.87,13.79
2016,3544806,SP,99.1,100.0,100.0,55.56,43.44
2016,3546900,SP,100.0,98.97,100.0,16.67,35.0
2016,3549250,SP,99.6,82.19,100.0,68.38,10.0
2016,3549953,SP,52.1,58.86,100.0,30.06,32.14
2016,1716604,TO,100.0,16.38,100.0,27.02,47.8
2016,2911303,BA,65.5,70.63,100.0,19.02,12.59
2016,2914109,BA,100.0,71.6,100.0,9.97,26.1
2016,2916104,BA,100.0,16.51,100.0,53.02,427.22
2016,2917706,BA,100.0,26.53,100.0,18.61,86.06
2016,2933307,BA,100.0,86.36,100.0,19.76,1187.65
2016,2306801,CE,100.0,49.47,100.0,54.26,55.94
2016,3203106,ES,100.0,97.59,80.0,24.53,65.0
2016,5208806,GO,100.0,42.24,100.0,34.01,154.58
2016,5213756,GO,100.0,51.43,100.0,22.0,66.34
2016,5220207,GO,94.4,36.18,100.0,36.11,101.08
2016,3102100,MG,88.9,100.0,0.0,19.02,23.22
2016,3117702,MG,87.8,89.94,0.0,13.59,65.55
2016,3120300,MG,80.6,26.0,99.55,23.08,21.01
2016,3120805,MG,92.5,73.83,0.0,31.88,56.86
2016,3122702,MG,99.3,100.0,0.0,20.76,17.47
2016,3127206,MG,100.0,27.05,61.52,34.04,46.44
2016,3130309,MG,100.0,6.21,0.0,30.03,47.8
2016,3144201,MG,86.4,100.0,0.0,33.04,10.25
2016,3148103,MG,100.0,80.01,96.99,48.11,448.0
2016,3157708,MG,94.1,100.0,0.0,21.25,46.34
2016,3162708,MG,100.0,37.76,100.0,20.65,73.71
2016,3168804,MG,86.8,58.86,0.0,31.95,34.25
2016,5005400,MS,99.0,16.56,100.0,48.33,263.01
2016,2510303,PB,100.0,71.52,0.0,7.47,3.22
2016,2602001,PE,100.0,45.61,100.0,30.55,39.96
2016,4102802,PR,100.0,42.0,100.0,20.6,76.98
2016,4116703,PR,100.0,51.67,100.0,29.85,90.19
2016,4122602,PR,100.0,61.39,100.0,17.71,53.67
2016,3300936,RJ,28.7,100.0,100.0,42.75,25.92
2016,3303401,RJ,100.0,88.68,93.67,45.3,695.7
2016,4304630,RS,100.0,35.3,100.0,15.14,359.65
2016,4312443,RS,100.0,77.52,0.0,33.33,26.0
2016,3503950,SP,100.0,100.0,100.0,14.42,9.88
2016,3507704,SP,100.0,79.93,100.0,0.7,22.1
2016,3520806,SP,100.0,100.0,100.0,17.28,17.74
2016,3523107,SP,98.7,52.53,14.0,49.32,887.37
2016,3526704,SP,98.9,100.0,78.42,57.0,420.0
2016,3527603,SP,97.5,80.0,100.0,0.0,76.5
2016,3529005,SP,100.0,82.79,3.0,54.06,751.0
2016,3531308,SP,100.0,100.0,100.0,19.27,273.66
2016,3536703,SP,100.0,93.75,100.0,36.44,191.53
2016,3538907,SP,99.4,93.51,36.97,27.15,94.0
2016,3542701,SP,100.0,96.22,100.0,19.15,30.02
2016,3542909,SP,100.0,97.0,0.0,3.82,84.0
2016,3546306,SP,100.0,100.0,0.0,33.36,172.0
2016,3548054,SP,99.3,85.82,100.0,16.09,38.0
2016,3549409,SP,100.0,48.09,0.0,24.62,168.0
2016,3551801,SP,100.0,71.3,99.01,35.83,74.82
2016,3557105,SP,100.0,80.0,100.0,23.3,482.8
2016,3557154,SP,100.0,100.0,100.0,10.38,10.77
2016,2707701,AL,83.3,16.62,100.0,59.44,190.0
2016,2709103,AL,98.3,22.31,3.38,0.0,21.32
2016,2907103,BA,100.0,19.33,100.0,1.87,59.0
2016,2907301,BA,100.0,2.33,100.0,28.62,218.6
2016,2915809,BA,95.7,3.61,100.0,25.62,56.05
2016,2302008,CE,84.6,7.5,100.0,29.21,59.18
2016,2309805,CE,76.3,77.06,100.0,20.72,8.49
2016,3201902,ES,100.0,58.06,98.71,28.64,56.19
2016,3205002,ES,93.3,30.98,84.81,32.56,1691.45
2016,5215603,GO,100.0,84.43,100.0,37.06,65.75
2016,5217708,GO,100.0,97.78,100.0,19.3,70.58
2016,3106606,MG,84.9,58.99,0.0,23.67,11.69
2016,3107505,MG,89.3,100.0,0.0,24.56,33.56
2016,3107604,MG,100.0,100.0,0.0,19.65,19.6
2016,3114006,MG,99.2,80.0,0.0,0.0,116.0
2016,3116506,MG,96.0,28.79,100.0,21.45,39.94
2016,3117009,MG,100.0,54.0,0.0,22.16,20.5
2016,3125200,MG,95.5,41.58,0.0,23.76,20.12
2016,3127107,MG,85.6,79.88,100.0,23.46,164.96
2016,3151602,MG,96.6,100.0,100.0,18.9,78.47
2016,3151800,MG,100.0,85.0,23.46,42.24,1072.27
2016,3154507,MG,80.2,52.56,100.0,11.23,24.21
2016,3154705,MG,95.9,57.52,0.0,31.11,14.79
2016,5003306,MS,99.0,8.23,100.0,30.53,211.56
2016,5003751,MS,99.0,19.81,100.0,19.86,72.27
2016,5103502,MT,100.0,16.89,100.0,39.8,75.57
2016,5107958,MT,100.0,9.18,100.0,25.1,355.15
2016,2505600,PB,100.0,100.0,0.0,53.8,7.94
2016,2615805,PE,100.0,100.0,0.0,31.35,30.59
2016,4102000,PR,100.0,34.94,100.0,30.92,250.93
2016,4105409,PR,100.0,70.42,100.0,26.59,126.98
2016,4114104,PR,100.0,24.73,100.0,26.61,183.42
2016,4123402,PR,100.0,62.95,100.0,18.37,94.85
2016,3303955,RJ,92.3,81.02,0.0,47.68,157.68
2016,3304110,RJ,95.8,80.05,68.0,0.0,47.0
2016,3305802,RJ,87.1,17.26,0.0,31.17,413.64
2016,3306107,RJ,90.0,35.28,0.0,23.37,164.16
2016,2402501,RN,60.8,66.85,100.0,70.95,11.03
2016,2406809,RN,100.0,38.47,100.0,14.26,12.31
2016,2409407,RN,99.9,10.42,100.0,35.78,135.63
2016,4318705,RS,99.0,23.04,100.0,55.05,745.17
2016,4206702,SC,100.0,62.08,100.0,32.26,116.72
2016,4213203,SC,100.0,0.85,100.0,38.48,244.0
2016,2802908,SE,98.3,18.86,100.0,48.48,193.4
2016,3506359,SP,75.7,54.98,100.0,39.68,323.08
2016,3506706,SP,100.0,88.05,0.0,10.91,89.0
2016,3520202,SP,68.0,45.97,100.0,20.04,41.48
2016,3522000,SP,97.8,80.95,100.0,44.74,15.0
2016,3525854,SP,100.0,60.99,100.0,40.93,32.71
2016,3527801,SP,100.0,96.7,100.0,30.29,15.18
2016,3528858,SP,100.0,100.0,0.0,40.0,215.0
2016,3540903,SP,100.0,100.0,100.0,52.33,60.0
2016,3544202,SP,95.1,92.77,100.0,18.96,49.41
2016,3551207,SP,100.0,90.71,100.0,17.25,14.44
2016,3553807,SP,100.0,100.0,100.0,28.04,74.03
2016,3556305,SP,100.0,80.0,100.0,35.75,80.68
2016,1709500,TO,94.9,10.7,100.0,31.32,514.91
2016,2902807,BA,96.2,43.44,0.0,14.43,88.42
2016,2918209,BA,100.0,67.46,100.0,8.6,38.87
2016,2931350,BA,78.9,32.0,100.0,30.85,430.43
2016,2304954,CE,64.0,13.57,100.0,22.27,48.14
2016,3101805,MG,75.7,39.56,0.0,39.2,24.36
2016,3110905,MG,88.9,76.83,0.0,28.09,42.18
2016,3115003,MG,100.0,81.99,0.0,21.9,14.33
2016,3133709,MG,100.0,79.98,0.0,30.69,57.89
2016,3144102,MG,96.4,100.0,0.0,21.4,92.13
2016,3145372,MG,100.0,16.83,100.0,0.0,31.4
2016,3149705,MG,96.0,100.0,0.0,27.96,40.63
2016,3156809,MG,97.9,79.23,0.0,40.0,61.0
2016,3160405,MG,96.2,75.49,100.0,24.73,98.1
2016,3161106,MG,88.5,39.47,100.0,22.99,159.35
2016,3168408,MG,88.7,24.41,0.0,28.09,44.29
2016,3168903,MG,96.5,38.16,97.0,17.28,37.7
2016,3169505,MG,86.2,100.0,61.48,15.84,28.6
2016,5105622,MT,95.1,26.16,0.0,38.71,85.12
2016,2509339,PB,100.0,100.0,0.0,17.03,1.4
2016,2612901,PE,78.2,100.0,0.0,36.83,13.62
2016,4103107,PR,100.0,41.4,100.0,33.93,55.74
2016,4105300,PR,100.0,65.62,100.0,33.92,77.89
2016,4106308,PR,100.0,44.96,100.0,30.08,95.85
2016,3302403,RJ,78.6,10.48,100.0,23.16,508.68
2016,3303906,RJ,95.6,100.0,80.31,32.36,765.0
2016,4304507,RS,100.0,100.0,26.29,35.84,78.21
2016,4311734,RS,96.4,55.87,97.83,21.59,25.43
2016,4315602,RS,100.0,23.15,100.0,45.67,547.58
2016,4200705,SC,100.0,100.0,100.0,53.83,18.31
2016,3507159,SP,85.6,96.52,100.0,52.67,8.36
2016,3508108,SP,99.9,87.27,100.0,8.33,110.0
2016,3514205,SP,100.0,100.0,100.0,15.13,13.92
2016,3520301,SP,75.5,75.42,100.0,28.03,163.14
2016,3531803,SP,100.0,63.72,99.92,31.35,240.36
2016,3533007,SP,100.0,94.59,100.0,16.5,89.59
2016,3536505,SP,100.0,80.72,96.6,27.82,483.22
2016,3539806,SP,100.0,86.75,93.0,30.61,293.03
2016,3543303,SP,90.0,63.78,70.0,36.1,548.69
2016,3545605,SP,97.7,72.99,100.0,15.0,42.0
2016,3546702,SP,100.0,80.0,99.72,21.82,64.32
2016,3549508,SP,95.5,79.12,100.0,40.43,23.5
2016,3554755,SP,99.2,84.37,98.15,28.89,5.0
2016,3556701,SP,95.0,86.99,99.66,30.24,544.0
2016,2701704,AL,76.1,18.42,100.0,60.67,23.23
2016,2709301,AL,99.5,33.89,83.33,45.02,132.8
2016,2903201,BA,100.0,42.3,100.0,29.23,647.27
2016,2903607,BA,100.0,45.96,0.0,19.46,23.04
2016,2905800,BA,100.0,8.3,100.0,28.99,67.75
2016,2906501,BA,97.9,34.67,100.0,53.31,166.77
2016,2919603,BA,100.0,64.15,0.0,27.56,34.77
2016,2921203,BA,100.0,13.37,100.0,15.96,66.22
2016,2926707,BA,100.0,53.75,100.0,28.59,36.56
2016,2931202,BA,89.0,66.72,0.0,9.29,37.82
2016,2304509,CE,88.2,12.1,100.0,34.86,55.89
2016,2310209,CE,52.4,33.06,100.0,22.01,75.51
2016,3201605,ES,85.9,7.66,100.0,21.41,180.17
2016,5208707,GO,100.0,82.92,81.86,22.53,6638.65
2016,5211206,GO,100.0,90.86,100.0,37.29,129.85
2016,3104007,MG,96.9,77.02,100.0,27.45,644.57
2016,3116308,MG,100.0,100.0,0.0,35.4,15.52
2016,3135308,MG,100.0,67.77,100.0,50.0,21.0
2016,3137106,MG,85.5,100.0,0.0,12.44,29.68
2016,3143153,MG,100.0,65.45,0.0,21.06,62.1
2016,3143302,MG,87.7,77.72,100.0,39.37,1786.24
2016,3148004,MG,96.6,77.86,0.0,17.99,684.08
2016,3166709,MG,83.8,32.7,100.0,30.79,41.33
2016,2512705,PB,99.2,52.38,0.0,23.4,18.69
2016,2610400,PE,100.0,20.35,100.0,29.07,29.7
2016,4106100,PR,100.0,76.25,100.0,30.96,18.42
2016,4108304,PR,100.0,78.79,100.0,35.08,1423.97
2016,4108601,PR,100.0,53.25,100.0,28.47,168.71
2016,4114203,PR,100.0,64.91,100.0,25.53,244.57
2016,4124053,PR,100.0,50.55,100.0,27.82,117.98
2016,2400703,RN,99.3,1.73,100.0,46.99,19.95
2016,2408102,RN,91.6,39.83,72.8,54.22,1611.47
2016,2408300,RN,100.0,18.88,100.0,11.77,92.38
2016,4303905,RS,83.6,0.11,0.0,9.44,345.51
2016,4313508,RS,84.6,0.61,0.0,23.04,219.17
2016,4318101,RS,100.0,10.04,0.0,23.75,54.9
2016,3508702,SP,99.6,50.0,0.0,77.91,335.0
2016,3515657,SP,99.0,100.0,100.0,7.37,8.09
2016,3531704,SP,100.0,78.65,100.0,18.66,12.97
2016,3534203,SP,95.2,89.2,100.0,20.61,15.3
2016,3534500,SP,99.8,100.0,100.0,27.25,16.59
2016,3537701,SP,100.0,100.0,100.0,17.49,27.2
2016,3539103,SP,82.1,48.48,46.0,56.25,74.73
2016,3546801,SP,81.0,76.08,0.0,47.63,113.49
2016,3550506,SP,98.4,83.04,88.75,3.34,26.0
2016,3552007,SP,100.0,86.99,99.88,10.59,23.9
2016,3552908,SP,100.0,100.0,100.0,20.54,27.67
2016,3554904,SP,100.0,93.47,100.0,19.29,41.58
2016,3555000,SP,100.0,98.01,100.0,19.23,333.33
2016,3555505,SP,96.0,85.83,100.0,6.67,16.78
2016,2702306,AL,98.6,6.43,100.0,1.2,218.0
2016,2909505,BA,91.6,80.22,100.0,40.02,7.83
2016,2919553,BA,100.0,14.65,100.0,25.88,267.02
2016,2308005,CE,75.0,19.88,100.0,41.73,84.9
2016,3201159,ES,52.3,62.9,65.71,20.62,2.28
2016,5200050,GO,100.0,34.01,100.0,35.63,71.03
2016,5208905,GO,100.0,44.77,100.0,38.68,86.28
2016,5218805,GO,100.0,56.04,99.94,34.12,620.27
2016,3104502,MG,88.8,100.0,2.93,17.46,62.2
2016,3114550,MG,91.3,71.53,92.5,16.29,47.26
2016,3115201,MG,91.1,46.05,100.0,23.51,11.18
2016,3136009,MG,82.4,63.08,94.26,16.34,47.25
2016,3141108,MG,92.1,52.7,80.52,45.17,172.63
2016,3156502,MG,100.0,37.27,100.0,0.0,37.04
2016,3166006,MG,99.8,100.0,100.0,40.32,19.0
2016,3170404,MG,99.9,85.47,69.15,33.72,433.66
2016,5103205,MT,100.0,51.99,100.0,30.38,107.26
2016,2502151,PB,99.7,100.0,0.0,15.37,16.41
2016,2503407,PB,99.7,100.0,0.0,43.61,4.23
2016,2504306,PB,92.3,36.09,100.0,47.53,33.29
2016,2602605,PE,71.8,100.0,0.0,12.89,105.47
2016,4106209,PR,100.0,55.9,100.0,36.45,113.73
2016,4106902,PR,100.0,92.93,100.0,39.46,7327.52
2016,4119954,PR,100.0,24.23,100.0,43.95,401.9
2016,4124004,PR,100.0,20.43,100.0,23.36,13.46
2016,2404200,RN,100.0,15.91,100.0,35.01,44.88
2016,1100346,RO,100.0,81.15,100.0,11.47,74.2
2016,4304804,RS,100.0,45.68,0.0,22.64,101.83
2016,4311254,RS,100.0,100.0,0.0,20.3,12.1
2016,4318309,RS,100.0,20.12,100.0,29.71,235.43
2016,4322806,RS,100.0,100.0,0.0,32.33,123.51
2016,4213609,SC,100.0,17.15,100.0,32.33,145.88
2016,4215703,SC,100.0,52.18,100.0,0.37,121.34
2016,3505708,SP,100.0,58.98,38.0,41.48,745.85
2016,3508207,SP,98.7,100.0,100.0,25.77,24.52
2016,3509007,SP,97.9,59.96,0.0,29.12,289.6
2016,3509254,SP,100.0,76.43,100.0,25.12,123.01
2016,3510708,SP,100.0,91.47,100.0,12.11,82.96
2016,3519204,SP,100.0,100.0,100.0,18.61,24.77
2016,3521507,SP,96.8,100.0,100.0,11.94,25.96
2016,3532157,SP,100.0,98.5,100.0,0.0,20.0
2016,3533502,SP,100.0,97.71,100.0,13.97,149.18
2016,3534104,SP,100.0,100.0,100.0,29.32,27.31
2016,3537800,SP,100.0,59.57,96.47,42.97,167.14
2016,3542206,SP,99.9,100.0,93.43,65.58,150.0
2016,3544004,SP,98.9,100.0,0.0,56.09,117.0
2016,3550605,SP,73.7,70.19,0.0,52.62,341.41
2016,3556404,SP,100.0,80.32,90.0,22.67,335.0
2016,2918803,BA,77.9,59.21,100.0,12.3,19.82
2016,2301703,CE,89.6,11.57,100.0,26.68,35.83
2016,5204300,GO,100.0,99.07,100.0,31.68,51.82
2016,2111201,MA,90.0,46.19,67.07,58.78,373.53
2016,3101607,MG,90.5,77.47,98.99,24.33,321.38
2016,3102001,MG,96.6,67.66,69.91,20.52,54.86
2016,3104452,MG,98.1,92.6,100.0,16.66,9.58
2016,3110301,MG,84.1,61.68,0.0,32.98,57.87
2016,3110509,MG,94.3,56.35,0.0,33.76,109.56
2016,3119500,MG,75.6,42.67,100.0,22.09,26.66
2016,3121506,MG,100.0,63.39,100.0,23.0,15.5
2016,3125606,MG,100.0,100.0,0.0,26.76,29.2
2016,3134509,MG,93.9,100.0,100.0,23.59,27.21
2016,3148202,MG,100.0,100.0,0.0,39.94,23.1
2016,3171154,MG,100.0,99.17,0.0,9.09,11.0
2016,5105200,MT,99.3,1.53,0.0,0.0,45.0
2016,2606804,PE,77.5,3.76,100.0,66.61,264.33
2016,2612455,PE,100.0,42.73,0.0,40.55,19.79
2016,4104451,PR,100.0,54.19,100.0,21.23,63.42
2016,4117107,PR,100.0,67.36,100.0,27.71,115.36
2016,4122909,PR,100.0,36.77,100.0,28.22,15.16
2016,4124103,PR,100.0,90.63,100.0,33.72,207.98
2016,4124905,PR,100.0,78.18,100.0,16.76,36.65
2016,2405603,RN,100.0,56.49,0.0,55.13,33.11
2016,2412005,RN,100.0,62.79,100.0,22.05,380.0
2016,4312476,RS,69.0,100.0,0.0,27.95,27.97
2016,4209409,SC,100.0,22.7,100.0,29.64,150.66
2016,3500105,SP,100.0,96.62,100.0,24.61,164.96
2016,3507407,SP,99.3,99.67,100.0,41.37,51.0
2016,3509957,SP,96.7,77.79,100.0,28.24,14.62
2016,3512407,SP,100.0,80.0,0.0,49.55,60.0
2016,3557303,SP,100.0,80.0,0.0,66.06,40.0
2016,3516804,SP,90.3,100.0,100.0,18.71,19.82
2016,3522208,SP,94.5,24.97,98.0,46.15,412.1
2016,3525607,SP,98.8,83.33,100.0,40.0,25.0
2016,3528304,SP,100.0,100.0,100.0,19.91,23.76
2016,3540804,SP,100.0,84.42,100.0,0.0,133.0
2016,3546504,SP,100.0,97.12,100.0,15.24,34.21
2016,3547205,SP,100.0,100.0,100.0,15.24,11.51
2016,3551306,SP,100.0,100.0,100.0,8.74,13.61
2016,3555802,SP,100.0,100.0,100.0,17.79,51.16
2016,2904308,BA,100.0,69.56,0.0,23.33,98.02
2016,2906907,BA,100.0,5.18,100.0,8.64,64.31
2016,2914653,BA,89.6,5.36,100.0,16.08,85.21
2016,2933158,BA,100.0,80.31,100.0,17.15,47.81
2016,2309003,CE,91.9,13.64,100.0,31.69,30.3
2016,2309458,CE,59.7,13.58,100.0,26.6,41.98
2016,2312601,CE,73.9,4.03,100.0,22.52,32.52
2016,5300108,DF,99.1,84.42,100.0,35.21,8534.49
2016,3202603,ES,100.0,83.3,45.0,52.96,61.0
2016,3107109,MG,100.0,80.0,100.0,29.7,174.82
2016,3108008,MG,95.1,96.84,100.0,23.11,192.0
2016,3108305,MG,83.8,77.8,97.43,26.8,45.85
2016,3113404,MG,87.9,62.1,0.0,27.11,202.23
2016,3113503,MG,96.4,54.76,81.46,17.49,50.23
2016,3120607,MG,98.0,100.0,50.0,22.22,21.06
2016,3124906,MG,82.7,100.0,0.0,27.92,31.13
2016,3128907,MG,98.1,24.46,0.0,76.53,29.11
2016,3136520,MG,100.0,100.0,59.53,0.0,10.03
2016,3156700,MG,85.6,60.06,0.0,55.78,475.62
2016,3161304,MG,88.9,100.0,0.0,15.13,34.05
2016,3162948,MG,95.2,100.0,16.72,17.92,38.44
2016,3165305,MG,91.5,100.0,0.0,19.83,33.92
2016,2510907,PB,80.3,88.67,0.0,54.03,25.55
2016,2616407,PE,87.1,27.72,100.0,42.32,301.12
2016,4102406,PR,100.0,90.68,100.0,60.3,145.0
2016,4102505,PR,100.0,33.81,100.0,30.25,106.23
2016,4103602,PR,100.0,93.0,100.0,48.17,150.92
2016,4108403,PR,100.0,71.19,100.0,27.19,504.12
2016,4126603,PR,100.0,63.46,100.0,38.8,130.96
2016,3301504,RJ,99.8,53.57,85.46,11.32,78.84
2016,3302056,RJ,84.6,100.0,32.68,50.93,48.6
2016,3303104,RJ,81.5,45.27,30.0,55.59,38.88
2016,4304606,RS,100.0,19.94,100.0,53.38,844.89
2016,4309407,RS,100.0,100.0,8.0,47.76,104.18
2016,4317103,RS,99.7,24.85,30.0,73.21,280.15
2016,4210035,SC,100.0,55.71,100.0,33.46,64.57
2016,4213005,SC,100.0,22.26,0.0,41.93,17.68
2016,4219002,SC,98.8,21.77,100.0,0.0,220.3
2016,3501608,SP,100.0,83.59,44.76,26.67,1472.0
2016,3505401,SP,100.0,87.56,100.0,27.08,28.41
2016,3513009,SP,100.0,35.13,43.0,37.6,1066.47
2016,3515152,SP,100.0,99.11,100.0,49.12,45.0
2016,3515194,SP,97.7,99.43,100.0,40.13,16.25
2016,3515905,SP,100.0,100.0,100.0,16.34,15.99
2016,3520426,SP,87.7,55.83,100.0,24.75,166.16
2016,3526308,SP,97.5,100.0,100.0,25.39,16.99
2016,3529203,SP,99.4,92.74,100.0,32.83,101.0
2016,3531506,SP,97.4,85.0,35.0,0.0,105.0
2016,3533304,SP,90.9,96.39,100.0,12.13,19.59
2016,3543402,SP,99.7,98.0,91.07,61.48,1876.1
2016,3546108,SP,100.0,100.0,100.0,17.68,17.3
2016,3552551,SP,100.0,79.75,100.0,34.8,15.0
2016,3554409,SP,85.1,100.0,100.0,38.35,35.89
2016,2700607,AL,98.8,3.26,100.0,63.01,51.0
2016,2917359,BA,98.2,37.92,100.0,47.76,39.0
2016,2930105,BA,100.0,100.0,2.74,25.31,212.8
2016,2932705,BA,94.7,19.51,100.0,8.82,74.44
2016,2304236,CE,50.7,18.06,100.0,35.0,17.11
2016,5208004,GO,100.0,68.64,100.0,35.69,365.9
2016,5212808,GO,99.9,65.13,100.0,30.78,45.84
2016,5221700,GO,100.0,3.93,100.0,26.31,48.76
2016,3108503,MG,82.2,38.73,100.0,37.56,31.52
2016,3118700,MG,100.0,100.0,40.0,27.9,39.55
2016,3125952,MG,100.0,100.0,0.0,68.46,6.0
2016,3128303,MG,93.9,68.4,13.95,28.62,95.25
2016,3134202,MG,100.0,79.84,80.49,36.02,536.95
2016,3139003,MG,100.0,80.0,0.0,0.0,103.39
2016,3143104,MG,100.0,91.41,80.34,7.32,181.23
2016,3147006,MG,90.9,70.46,97.25,29.04,280.3
2016,3152105,MG,100.0,98.31,0.0,18.8,250.0
2016,3154101,MG,96.4,85.91,8.79,4.79,40.0
2016,3171006,MG,95.5,70.79,100.0,20.84,98.53
2016,3171071,MG,88.5,90.47,100.0,23.08,11.0
2016,5000708,MS,99.0,12.33,100.0,32.03,124.02
2016,5005806,MS,99.0,30.17,100.0,32.44,64.61
2016,2512002,PB,99.8,65.87,0.0,21.33,12.8
2016,2600104,PE,100.0,63.94,0.0,43.46,102.69
2016,2210409,PI,99.5,25.14,0.0,31.12,9.69
2016,4110201,PR,100.0,27.86,100.0,30.99,46.41
2016,4122008,PR,100.0,83.14,100.0,24.83,49.52
2016,4123907,PR,100.0,46.54,100.0,36.64,81.28
2016,4127403,PR,100.0,4.87,100.0,21.77,138.68
2016,3300704,RJ,97.1,92.27,100.0,40.21,1122.0
2016,2406007,RN,13.8,9.81,100.0,16.93,21.9
2016,1400100,RR,100.0,81.17,85.38,65.99,1400.23
2016,4314407,RS,99.8,48.0,40.0,37.48,941.64
2016,4316451,RS,99.1,46.77,0.0,43.08,41.21
2016,4316808,RS,100.0,11.62,100.0,62.54,598.02
2016,4217550,SC,100.0,3.45,100.0,59.72,35.0
2016,2802106,SE,100.0,2.17,100.0,62.95,188.6
2016,2803500,SE,98.6,11.74,100.0,53.91,445.55
2016,3509601,SP,79.6,73.64,94.82,41.82,294.53
2016,3513405,SP,100.0,100.0,0.0,62.07,314.0
2016,3515202,SP,100.0,96.35,100.0,15.48,36.16
2016,3520905,SP,99.4,81.0,86.42,0.4,45.0
2016,3523206,SP,95.2,93.56,46.14,33.67,169.94
2016,3524105,SP,100.0,100.0,100.0,68.48,247.0
2016,3529906,SP,100.0,76.42,94.51,36.33,85.85
2016,3534401,SP,100.0,58.11,43.0,44.91,1181.47
2016,3545407,SP,100.0,80.05,100.0,36.02,39.34
2016,3547809,SP,99.9,85.13,49.61,39.7,1886.75
2016,2701407,AL,100.0,49.56,15.62,82.44,67.78
2016,2704302,AL,96.2,92.09,100.0,59.93,1444.0
2016,1302603,AM,88.2,23.8,100.0,44.15,3712.81
2016,2903904,BA,100.0,53.04,100.0,56.16,185.0
2016,2304202,CE,99.5,19.3,0.0,53.06,273.5
2016,2311264,CE,75.3,21.41,0.0,33.3,21.0
2016,3201100,ES,93.7,70.75,100.0,36.95,36.97
2016,3202900,ES,100.0,80.13,0.0,0.0,24.95
2016,3101003,MG,100.0,28.24,100.0,25.92,59.4
2016,3153509,MG,88.4,100.0,0.0,30.57,19.38
2016,3116902,MG,92.0,76.45,100.0,21.96,25.92
2016,3131158,MG,84.6,96.17,0.0,12.16,43.68
2016,3138708,MG,81.8,27.78,0.0,10.0,26.0
2016,3142601,MG,98.9,100.0,0.0,16.02,32.56
2016,3170701,MG,94.1,77.17,100.0,34.63,456.69
2016,3172004,MG,92.3,100.0,0.0,31.3,65.6
2016,5107602,MT,100.0,42.3,95.31,45.04,1056.61
2016,1500800,PA,30.1,1.41,64.59,48.3,438.04
2016,2502201,PB,99.8,100.0,0.0,37.8,11.04
2016,2600609,PE,77.0,100.0,0.0,20.0,17.67
2016,2616001,PE,81.5,100.0,0.0,51.78,28.77
2016,4111407,PR,100.0,64.05,100.0,41.19,35.91
2016,4123204,PR,100.0,70.12,100.0,47.6,19.43
2016,4127700,PR,100.0,78.25,100.0,25.3,723.42
2016,4310439,RS,91.8,100.0,0.0,30.03,29.93
2016,4314456,RS,96.6,16.6,100.0,9.09,36.2
2016,3500303,SP,100.0,100.0,86.21,7.21,150.0
2016,3505500,SP,100.0,100.0,99.76,28.03,598.0
2016,3508009,SP,100.0,86.46,100.0,26.16,61.05
2016,3509452,SP,100.0,94.51,100.0,33.76,47.85
2016,3518859,SP,99.5,35.48,24.75,11.5,38.0
2016,3520004,SP,98.8,87.69,94.03,1.51,145.0
2016,3521150,SP,100.0,100.0,100.0,0.0,36.0
2016,3536208,SP,100.0,86.99,100.0,30.41,62.49
2016,3541703,SP,96.1,100.0,100.0,19.59,59.12
2016,3547700,SP,98.1,99.28,100.0,19.95,69.39
2016,3554300,SP,100.0,95.94,100.0,17.3,68.12
2016,3555307,SP,100.0,100.0,100.0,10.64,12.38
2016,2916401,BA,100.0,52.36,24.42,28.73,183.13
2016,2921500,BA,100.0,18.73,0.0,32.85,169.85
2016,2930709,BA,86.8,98.82,100.0,52.58,203.15
2016,3203601,ES,84.0,83.44,100.0,12.56,36.22
2016,5204250,GO,100.0,67.8,100.0,32.44,35.0
2016,3109907,MG,90.5,23.25,0.0,23.11,58.97
2016,3111309,MG,100.0,76.21,0.0,0.0,46.6
2016,3114709,MG,99.2,100.0,90.0,14.9,16.35
2016,3117900,MG,96.2,78.38,0.0,33.45,36.01
2016,3122454,MG,100.0,27.97,100.0,17.11,18.63
2016,3122900,MG,92.3,71.43,0.0,24.8,17.71
2016,3124807,MG,84.3,43.08,0.0,22.56,39.45
2016,3126000,MG,100.0,28.99,0.0,42.66,26.55
2016,3132107,MG,89.4,26.4,100.0,14.46,51.4
2016,3132305,MG,100.0,60.18,100.0,19.2,31.13
2016,3136579,MG,98.8,70.04,78.5,0.0,18.4
2016,3136959,MG,68.6,2.63,28.17,16.82,30.69
2016,3160801,MG,93.0,100.0,0.0,26.14,18.81
2016,3162575,MG,0.0,92.95,0.0,24.24,8.8
2016,3169208,MG,98.7,39.53,0.0,1.71,24.0
2016,3169703,MG,95.9,56.48,100.0,17.68,58.75
2016,5101407,MT,88.0,4.02,100.0,61.27,80.1
2016,2515203,PB,93.4,93.7,100.0,19.11,15.0
